,S No.,Date,App Name,Usage (in Seconds),Launch Count,is Monitoring,is SystemApp,Package Name
1084,1085,2022/07/23,Translate,284,14,Yes,No,com.google.android.apps.translate
1085,1086,2022/07/23,Truecaller,2,1,Yes,No,com.truecaller
1086,1087,2022/07/23,Call,985,5,Yes,No,com.samsung.android.incallui
1087,1088,2022/07/24,Settings,7,3,Yes,No,com.android.settings
1088,1089,2022/07/24,Uber,2,1,Yes,No,com.ubercab
1089,1090,2022/07/24,Gmail,52,5,Yes,No,com.google.android.gm
1090,1091,2022/07/24,Android System,0,1,No,Yes,android
1091,1092,2022/07/24,Cricbuzz,1094,19,Yes,No,com.cricbuzz.android
1092,1093,2022/07/24,GPay,21,1,Yes,No,com.google.android.apps.nbu.paisa.user
1093,1094,2022/07/24,YourHour,95,4,Yes,No,com.mindefy.phoneaddiction.mobilepe
1094,1095,2022/07/24,Samsung capture,9,1,No,Yes,com.samsung.android.app.smartcapture
1095,1096,2022/07/24,AccuBattery,16,1,Yes,No,com.digibites.accubattery
1096,1097,2022/07/24,Twitter,3046,26,Yes,No,com.twitter.android
1097,1098,2022/07/24,Clock,80,1,Yes,No,com.sec.android.app.clockpackage
1098,1099,2022/07/24,One UI Home,971,127,No,Yes,com.sec.android.app.launcher
1099,1100,2022/07/24,YouTube Vanced,3214,13,Yes,No,com.vanced.android.youtube
1100,1101,2022/07/24,Phone,60,10,Yes,No,com.samsung.android.dialer
1101,1102,2022/07/24,Pikashow,60,1,Yes,No,com.offshore.pikachu
1102,1103,2022/07/24,Google Play Store,39,5,Yes,No,com.android.vending
1103,1104,2022/07/24,WhatsApp,730,20,Yes,No,com.whatsapp
1104,1105,2022/07/24,MyJio,1,1,Yes,No,com.jio.myjio
1105,1106,2022/07/24,FanCode,1538,4,Yes,No,com.dream11sportsguru
1106,1107,2022/07/24,Xodo Docs,164,5,Yes,No,com.xodo.pdf.reader
1107,1108,2022/07/24,Telegram,65,3,Yes,No,org.telegram.messenger
1108,1109,2022/07/24,Call,231,11,Yes,No,com.samsung.android.incallui
1109,1110,2022/07/24,WAMR,14,1,Yes,No,com.drilens.wamr
1110,1111,2022/07/24,Camera,8,1,Yes,No,com.sec.android.app.camera
1111,1112,2022/07/24,PrepLadder,39,1,Yes,No,com.prepladder.learningapp
1112,1113,2022/07/24,Sunrise,17,2,Yes,No,mobi.lockdown.sunrise
1113,1114,2022/07/24,Finder,41,7,Yes,No,com.samsung.android.app.galaxyfinder
1114,1115,2022/07/24,Maps,192,1,Yes,No,com.google.android.apps.maps
1115,1116,2022/07/24,Google,36,6,Yes,No,com.google.android.googlequicksearchbox
1116,1117,2022/07/24,Chrome,4939,32,Yes,No,com.android.chrome
1117,1118,2022/07/24,Truecaller,6,3,Yes,No,com.truecaller
1118,1119,2022/07/24,Paytm,55,2,Yes,No,net.one97.paytm
1119,1120,2022/07/25,Galaxy Store,6,1,Yes,No,com.sec.android.app.samsungapps
1120,1121,2022/07/25,Settings,64,8,Yes,No,com.android.settings
1121,1122,2022/07/25,Keep notes,211,5,Yes,No,com.google.android.keep
1122,1123,2022/07/25,Gmail,140,10,Yes,No,com.google.android.gm
1123,1124,2022/07/25,Android System,5,2,No,Yes,android
1124,1125,2022/07/25,Truecaller,1,1,Yes,No,com.truecaller
1125,1126,2022/07/25,One UI Home,1378,136,No,Yes,com.sec.android.app.launcher
1126,1127,2022/07/25,Chrome,3266,29,Yes,No,com.android.chrome
1127,1128,2022/07/25,GPay,502,9,Yes,No,com.google.android.apps.nbu.paisa.user
1128,1129,2022/07/25,YourHour,29,1,Yes,No,com.mindefy.phoneaddiction.mobilepe
1129,1130,2022/07/25,Cricbuzz,1057,13,Yes,No,com.cricbuzz.android
1130,1131,2022/07/25,Twitter,2800,25,Yes,No,com.twitter.android
1131,1132,2022/07/25,AccuBattery,41,3,Yes,No,com.digibites.accubattery
1132,1133,2022/07/25,LinkedIn,1153,6,Yes,No,com.linkedin.android
1133,1134,2022/07/25,Clock,58,4,Yes,No,com.sec.android.app.clockpackage
1134,1135,2022/07/25,Phone,56,9,Yes,No,com.samsung.android.dialer
1135,1136,2022/07/25,Google Play Store,56,2,Yes,No,com.android.vending
1136,1137,2022/07/25,Gallery,103,7,Yes,No,com.sec.android.gallery3d
1137,1138,2022/07/25,WhatsApp,800,18,Yes,No,com.whatsapp
1138,1139,2022/07/25,YouTube Vanced,4566,9,Yes,No,com.vanced.android.youtube
1139,1140,2022/07/25,Settings Suggestions,3,1,No,Yes,com.android.settings.intelligence
1140,1141,2022/07/25,FanCode,684,3,Yes,No,com.dream11sportsguru
1141,1142,2022/07/25,Telegram,15,1,Yes,No,org.telegram.messenger
1142,1143,2022/07/25,Call,381,12,Yes,No,com.samsung.android.incallui
1143,1144,2022/07/25,Gboard,0,2,Yes,No,com.google.android.inputmethod.latin
1144,1145,2022/07/25,Google,127,13,Yes,No,com.google.android.googlequicksearchbox
1145,1146,2022/07/25,StepSetGo,253,2,Yes,No,com.pepkit.ssg
1146,1147,2022/07/25,Files,2,1,No,Yes,com.google.android.documentsui
1147,1148,2022/07/25,Camera,143,4,Yes,No,com.sec.android.app.camera
1148,1149,2022/07/25,Xodo Docs,153,5,Yes,No,com.xodo.pdf.reader
1149,1150,2022/07/25,My Files,20,2,Yes,No,com.sec.android.app.myfiles
1150,1151,2022/07/25,Finder,39,6,Yes,No,com.samsung.android.app.galaxyfinder
1151,1152,2022/07/25,Translate,34,1,Yes,No,com.google.android.apps.translate
1152,1153,2022/07/25,Permission controller,2,2,No,Yes,com.google.android.permissioncontroller
1153,1154,2022/07/25,Photo Editor,328,3,No,Yes,com.sec.android.mimage.photoretouching
1154,1155,2022/07/26,Settings,159,18,Yes,No,com.android.settings
1155,1156,2022/07/27,Paytm,47,3,Yes,No,net.one97.paytm
1156,1157,2022/07/27,Settings,57,5,Yes,No,com.android.settings
1157,1158,2022/07/27,One UI Home,693,156,No,Yes,com.sec.android.app.launcher
1158,1159,2022/07/26,One UI Home,656,102,No,Yes,com.sec.android.app.launcher
1159,1160,2022/07/26,Chrome,3237,22,Yes,No,com.android.chrome
1160,1161,2022/07/26,YourHour,18,3,Yes,No,com.mindefy.phoneaddiction.mobilepe
1161,1162,2022/07/26,Relevel,29,1,Yes,No,com.relevel
1162,1163,2022/07/27,Chrome,1709,21,Yes,No,com.android.chrome
1163,1164,2022/07/27,Cricbuzz,1547,20,Yes,No,com.cricbuzz.android
1164,1165,2022/07/26,Cricbuzz,317,3,Yes,No,com.cricbuzz.android
1165,1166,2022/07/27,Google Play services,10,3,No,Yes,com.google.android.gms
1166,1167,2022/07/27,Twitter,3141,25,Yes,No,com.twitter.android
1167,1168,2022/07/27,Files,9,1,No,Yes,com.google.android.documentsui
1168,1169,2022/07/26,Twitter,3557,33,Yes,No,com.twitter.android
1169,1170,2022/07/26,Files,5,1,No,Yes,com.google.android.documentsui
1170,1171,2022/07/27,Mappls (MapmyIndia Move),2,1,Yes,No,com.mmi.maps
1171,1172,2022/07/26,Mappls (MapmyIndia Move),73,6,Yes,No,com.mmi.maps
1172,1173,2022/07/27,GPay,27,1,Yes,No,com.google.android.apps.nbu.paisa.user
1173,1174,2022/07/26,GPay,130,10,Yes,No,com.google.android.apps.nbu.paisa.user
1174,1175,2022/07/26,MyJio,111,4,Yes,No,com.jio.myjio
1175,1176,2022/07/26,Clock,7,1,Yes,No,com.sec.android.app.clockpackage
1176,1177,2022/07/27,WhatsApp,393,14,Yes,No,com.whatsapp
1177,1178,2022/07/26,WhatsApp,707,20,Yes,No,com.whatsapp
1178,1179,2022/07/26,Gallery,43,2,Yes,No,com.sec.android.gallery3d
1179,1180,2022/07/27,Gallery,129,12,Yes,No,com.sec.android.gallery3d
1180,1181,2022/07/27,Tinder,1507,24,Yes,No,com.tinder
1181,1182,2022/07/27,Package installer,1,1,No,Yes,com.google.android.packageinstaller
1182,1183,2022/07/27,FanCode,724,7,Yes,No,com.dream11sportsguru
1183,1184,2022/07/27,Google,35,2,Yes,No,com.google.android.googlequicksearchbox
1184,1185,2022/07/26,Google,33,3,Yes,No,com.google.android.googlequicksearchbox
1185,1186,2022/07/26,StepSetGo,78,1,Yes,No,com.pepkit.ssg
1186,1187,2022/07/26,Xodo Docs,64,2,Yes,No,com.xodo.pdf.reader
1187,1188,2022/07/26,Finder,5,2,Yes,No,com.samsung.android.app.galaxyfinder
1188,1189,2022/07/27,Finder,8,2,Yes,No,com.samsung.android.app.galaxyfinder
1189,1190,2022/07/26,YouTube Music,848,2,Yes,No,com.vanced.android.apps.youtube.music
1190,1191,2022/07/26,Wi-Fi tips,38,4,No,Yes,com.samsung.android.net.wifi.wifiguider
1191,1192,2022/07/27,Photo Editor,29,1,No,Yes,com.sec.android.mimage.photoretouching
1192,1193,2022/07/27,Messages,36,4,Yes,No,com.samsung.android.messaging
1193,1194,2022/07/27,Photos,95,4,Yes,No,com.google.android.apps.photos
1194,1195,2022/07/27,Android System,19,1,No,Yes,android
1195,1196,2022/07/26,Android System,5,1,No,Yes,android
1196,1197,2022/07/27,Samsung capture,106,3,No,Yes,com.samsung.android.app.smartcapture
1197,1198,2022/07/26,Gmail,34,1,Yes,No,com.google.android.gm
1198,1199,2022/07/27,Phone,26,4,Yes,No,com.samsung.android.dialer
1199,1200,2022/07/26,Phone,42,6,Yes,No,com.samsung.android.dialer
1200,1201,2022/07/27,LinkedIn,55,1,Yes,No,com.linkedin.android
1201,1202,2022/07/27,Contacts,18,1,Yes,No,com.samsung.android.app.contacts
1202,1203,2022/07/27,Google Play Store,170,9,Yes,No,com.android.vending
1203,1204,2022/07/26,Google Play Store,29,1,Yes,No,com.android.vending
1204,1205,2022/07/27,YouTube Vanced,3863,11,Yes,No,com.vanced.android.youtube
1205,1206,2022/07/26,YouTube Vanced,1360,3,Yes,No,com.vanced.android.youtube
1206,1207,2022/07/26,Telegram,183,3,Yes,No,org.telegram.messenger
1207,1208,2022/07/26,Call,1127,9,Yes,No,com.samsung.android.incallui
1208,1209,2022/07/27,Telegram,13,3,Yes,No,org.telegram.messenger
1209,1210,2022/07/27,Call,1012,1,Yes,No,com.samsung.android.incallui
1210,1211,2022/07/26,Gboard,0,2,Yes,No,com.google.android.inputmethod.latin
1211,1212,2022/07/27,Camera,153,8,Yes,No,com.sec.android.app.camera
1212,1213,2022/07/26,Translate,97,1,Yes,No,com.google.android.apps.translate
1213,1214,2022/07/26,Permission controller,9,3,No,Yes,com.google.android.permissioncontroller
1214,1215,2022/07/27,Relevel,34,3,Yes,No,com.relevel
1215,1216,2022/07/27,Permission controller,9,10,No,Yes,com.google.android.permissioncontroller
1216,1217,2022/07/26,Drive,20,1,Yes,No,com.google.android.apps.docs
1217,1218,2022/07/26,Messages,169,5,Yes,No,com.samsung.android.messaging
1218,1219,2022/07/27,Maps,83,1,Yes,No,com.google.android.apps.maps
1219,1220,2022/07/28,Photos,41,1,Yes,No,com.google.android.apps.photos
1220,1221,2022/07/28,Android System,7,2,No,Yes,android
1221,1222,2022/07/28,Messages,39,1,Yes,No,com.samsung.android.messaging
1222,1223,2022/07/28,One UI Home,808,155,No,Yes,com.sec.android.app.launcher
1223,1224,2022/07/28,Settings,100,6,Yes,No,com.android.settings
1224,1225,2022/07/28,Tummoc,318,3,Yes,No,org.transhelp.bykerr
1225,1226,2022/07/28,Uber,77,1,Yes,No,com.ubercab
1226,1227,2022/07/28,Samsung capture,10,1,No,Yes,com.samsung.android.app.smartcapture
1227,1228,2022/07/28,Gmail,67,4,Yes,No,com.google.android.gm
1228,1229,2022/07/28,Chrome,2351,28,Yes,No,com.android.chrome
1229,1230,2022/07/28,Cricbuzz,1420,16,Yes,No,com.cricbuzz.android
1230,1231,2022/07/28,Keep notes,117,4,Yes,No,com.google.android.keep
1231,1232,2022/07/28,Finder,6,1,Yes,No,com.samsung.android.app.galaxyfinder
1232,1233,2022/07/28,Pikashow,13975,4,Yes,No,com.offshore.pikachu
1233,1234,2022/07/28,Files,6,2,No,Yes,com.google.android.documentsui
1234,1235,2022/07/28,Google Play services,1,1,No,Yes,com.google.android.gms
1235,1236,2022/07/28,Twitter,2206,26,Yes,No,com.twitter.android
1236,1237,2022/07/28,GPay,100,2,Yes,No,com.google.android.apps.nbu.paisa.user
1237,1238,2022/07/28,Phone,19,4,Yes,No,com.samsung.android.dialer
1238,1239,2022/07/28,Contacts,6,1,Yes,No,com.samsung.android.app.contacts
1239,1240,2022/07/28,Google Play Store,149,6,Yes,No,com.android.vending
1240,1241,2022/07/28,Bumble,2057,21,Yes,No,com.bumble.app
1241,1242,2022/07/28,Clock,39,3,Yes,No,com.sec.android.app.clockpackage
1242,1243,2022/07/28,WhatsApp,3746,20,Yes,No,com.whatsapp
1243,1244,2022/07/28,YouTube Vanced,722,3,Yes,No,com.vanced.android.youtube
1244,1245,2022/07/28,Camera,1,1,Yes,No,com.sec.android.app.camera
1245,1246,2022/07/28,Call,1157,2,Yes,No,com.samsung.android.incallui
1246,1247,2022/07/28,Package installer,8,1,No,Yes,com.google.android.packageinstaller
1247,1248,2022/07/28,Rapido,23,1,Yes,No,com.rapido.passenger
1248,1249,2022/07/28,FanCode,836,1,Yes,No,com.dream11sportsguru
1249,1250,2022/07/28,Tinder,664,7,Yes,No,com.tinder
1250,1251,2022/07/28,Call settings,3,1,No,Yes,com.samsung.android.app.telephonyui
1251,1252,2022/07/28,Telegram,11,2,Yes,No,org.telegram.messenger
1252,1253,2022/07/28,Google,0,1,Yes,No,com.google.android.googlequicksearchbox
1253,1254,2022/07/28,Gboard,1,3,Yes,No,com.google.android.inputmethod.latin
1254,1255,2022/07/28,Xodo Docs,123,2,Yes,No,com.xodo.pdf.reader
1255,1256,2022/07/28,StepSetGo,34,2,Yes,No,com.pepkit.ssg
1256,1257,2022/07/28,Relevel,28,1,Yes,No,com.relevel
1257,1258,2022/07/28,Permission controller,4,3,No,Yes,com.google.android.permissioncontroller
1258,1259,2022/07/28,Day To Day Expenses,45,1,Yes,No,com.seshadri.padmaja.expense
1259,1260,2022/07/28,Drive,39,2,Yes,No,com.google.android.apps.docs
1260,1261,2022/07/28,Maps,195,5,Yes,No,com.google.android.apps.maps
1261,1262,2022/07/29,Truecaller,22,2,Yes,No,com.truecaller
1262,1263,2022/07/29,Messages,169,4,Yes,No,com.samsung.android.messaging
1263,1264,2022/07/29,One UI Home,781,168,No,Yes,com.sec.android.app.launcher
1264,1265,2022/07/29,Cricbuzz,1453,21,Yes,No,com.cricbuzz.android
1265,1266,2022/07/29,Settings,39,9,Yes,No,com.android.settings
1266,1267,2022/07/29,Gmail,20,2,Yes,No,com.google.android.gm
1267,1268,2022/07/29,AccuBattery,52,2,Yes,No,com.digibites.accubattery
1268,1269,2022/07/29,Chrome,5006,40,Yes,No,com.android.chrome
1269,1270,2022/07/29,YourHour,117,1,Yes,No,com.mindefy.phoneaddiction.mobilepe
1270,1271,2022/07/29,Keep notes,20,1,Yes,No,com.google.android.keep
1271,1272,2022/07/29,Finder,16,2,Yes,No,com.samsung.android.app.galaxyfinder
1272,1273,2022/07/29,Gallery,36,1,Yes,No,com.sec.android.gallery3d
1273,1274,2022/07/29,Twitter,1855,14,Yes,No,com.twitter.android
1274,1275,2022/07/29,LinkedIn,42,1,Yes,No,com.linkedin.android
1275,1276,2022/07/29,GPay,299,8,Yes,No,com.google.android.apps.nbu.paisa.user
1276,1277,2022/07/29,Contacts,20,1,Yes,No,com.samsung.android.app.contacts
1277,1278,2022/07/29,Pikashow,198,4,Yes,No,com.offshore.pikachu
1278,1279,2022/07/29,Phone,82,14,Yes,No,com.samsung.android.dialer
1279,1280,2022/07/29,Bumble,159,2,Yes,No,com.bumble.app
1280,1281,2022/07/29,WhatsApp,824,21,Yes,No,com.whatsapp
1281,1282,2022/07/29,Naukri.com,326,1,Yes,No,naukriApp.appModules.login
1282,1283,2022/07/29,Rapido,1,1,Yes,No,com.rapido.passenger
1283,1284,2022/07/29,Call,2217,13,Yes,No,com.samsung.android.incallui
1284,1285,2022/07/29,Camera,17,1,Yes,No,com.sec.android.app.camera
1285,1286,2022/07/29,Tinder,276,4,Yes,No,com.tinder
1286,1287,2022/07/29,YouTube Vanced,7400,20,Yes,No,com.vanced.android.youtube
1287,1288,2022/07/29,Telegram,274,6,Yes,No,org.telegram.messenger
1288,1289,2022/07/29,FanCode,6914,24,Yes,No,com.dream11sportsguru
1289,1290,2022/07/29,Google,0,3,Yes,No,com.google.android.googlequicksearchbox
1290,1291,2022/07/29,Calculator,23,1,Yes,No,com.sec.android.app.popupcalculator
1291,1292,2022/07/29,Relevel,128,2,Yes,No,com.relevel
1292,1293,2022/07/29,Discord,236,6,Yes,No,com.discord
